/media/sunyu/OS1/suanli/collectionunzip/load_balancing_1025
obj                 |bestobj             |time                |
703.000             |703.000             |9.225               |KS1
682.000             |682.000             |59.388              |KS2
680.000             |680.000             |109.526             |KS2
678.000             |678.000             |159.692             |KS2
673.000             |673.000             |209.847             |KS2
671.000             |671.000             |259.997             |KS2
671.000             |671.000             |349.690             |random
670.000             |670.000             |701.009             |random
670.000             |670.000             |936.210             |random
total time : 1000.3607041835785
