/media/sunyu/OS1/suanli/collectionunzip/neos-935234
obj                 |bestobj             |time                |
3652.000            |3652.000            |69.930              |INIT
3642.000            |3642.000            |70.041              |KS2
3632.000            |3632.000            |70.247              |KS2
3586.000            |3586.000            |74.686              |KS2
3352.000            |3352.000            |124.745             |KS2
3171.000            |3171.000            |225.214             |lns
3142.000            |3142.000            |325.281             |lns
3124.000            |3124.000            |448.412             |lns
2846.000            |2846.000            |529.559             |lns
2845.000            |2845.000            |651.095             |lns
2835.000            |2835.000            |724.125             |random
2812.000            |2812.000            |842.369             |lns
2760.000            |2760.000            |942.425             |lns
total time : 1000.1916663646698
