/media/sunyu/OS1/suanli/collectionunzip/SET3_27
obj                 |bestobj             |time                |
2058412.437         |2058412.437         |6.635               |init
533193.716          |533193.716          |56.649              |KS2
340204.350          |340204.350          |106.663             |KS2
325225.568          |325225.568          |156.682             |lns
322927.036          |322927.036          |206.693             |lns
320178.669          |320178.669          |256.704             |lns
313149.426          |313149.426          |356.727             |lns
313144.162          |313144.162          |409.539             |lns
312912.990          |312912.990          |459.548             |lns
312634.624          |312634.624          |528.316             |lns2
312067.173          |312067.173          |578.883             |lns
309832.479          |309832.479          |628.893             |lns
309572.976          |309572.976          |958.547             |random
309572.976          |309572.976          |1000.067            |random
total time : 1000.0673716068268
