/media/sunyu/OS1/suanli/collectionunzip/SET3_16
obj                 |bestobj             |time                |
1588763.768         |1588763.768         |19.103              |init
395159.045          |395159.045          |69.116              |KS2
168858.469          |168858.469          |119.130             |KS2
160585.282          |160585.282          |169.148             |lns
155877.946          |155877.946          |269.170             |lns
155191.831          |155191.831          |319.180             |lns
151743.321          |151743.321          |369.190             |lns
151743.321          |151743.321          |444.032             |random
151417.848          |151417.848          |533.044             |lns2
151399.655          |151399.655          |583.421             |lns
146186.678          |146186.678          |683.443             |lns
141126.885          |141126.885          |734.142             |lns
139919.456          |139919.456          |784.151             |lns
138175.056          |138175.056          |841.477             |lns2
137077.648          |137077.648          |948.641             |lns2
135708.524          |135708.524          |999.264             |lns
total time : 1000.1706099510193
