/media/sunyu/OS1/suanli/collectionunzip/gsvm2rl5
obj                 |bestobj             |time                |
8.766               |8.766               |50.001              |init
8.684               |8.684               |100.007             |KS2
8.355               |8.355               |150.012             |KS2
8.235               |8.235               |220.472             |lns
8.229               |8.229               |270.476             |lns
8.194               |8.194               |320.481             |lns
8.194               |8.194               |402.153             |random
8.194               |8.194               |579.858             |random
total time : 999.9412932395935
