/media/sunyu/OS1/suanli/collectionunzip/SET3_07
obj                 |bestobj             |time                |
1691934.829         |1691934.829         |8.701               |init
383552.985          |383552.985          |58.715              |KS2
235221.428          |235221.428          |108.728             |KS2
220807.942          |220807.942          |158.747             |lns
220807.942          |220807.942          |211.361             |random
220169.719          |220169.719          |261.372             |lns
212929.660          |212929.660          |347.050             |lns2
207406.174          |207406.174          |447.142             |lns
206792.720          |206792.720          |497.153             |lns
206697.722          |206697.722          |712.051             |random
206670.960          |206670.960          |765.235             |lns
205602.474          |205602.474          |936.820             |random
total time : 999.9175608158112
