/media/sunyu/OS1/suanli/collectionunzip/item_placement_9910
obj                 |bestobj             |time                |
634.365             |634.365             |0.026               |KS1
11.635              |11.635              |50.036              |KS2
8.508               |8.508               |100.128             |KS2
7.448               |7.448               |150.228             |lns
6.849               |6.849               |200.292             |lns
5.790               |5.790               |300.405             |lns
5.305               |5.305               |350.431             |lns
4.831               |4.831               |400.453             |lns
4.829               |4.829               |450.489             |lns
4.652               |4.652               |500.498             |lns
4.539               |4.539               |550.516             |lns
4.438               |4.438               |750.675             |lns2
total time : 999.9416229724884
