/media/sunyu/OS1/suanli/collectionunzip/item_placement_9912
obj                 |bestobj             |time                |
15.089              |15.089              |50.006              |init
12.079              |12.079              |100.079             |KS2
9.969               |9.969               |150.156             |KS2
9.690               |9.690               |200.221             |lns
9.681               |9.681               |250.249             |lns
9.674               |9.674               |300.291             |lns
7.892               |7.892               |400.351             |lns
7.892               |7.892               |500.459             |random
7.653               |7.653               |750.801             |lns2
total time : 1000.0882315635681
