/media/sunyu/OS1/suanli/collectionunzip/item_placement_9945
obj                 |bestobj             |time                |
14.456              |14.456              |50.006              |init
11.734              |11.734              |100.100             |KS2
9.320               |9.320               |150.157             |KS2
8.697               |8.697               |200.247             |lns
8.687               |8.687               |250.319             |lns
8.388               |8.388               |350.421             |lns
7.712               |7.712               |400.437             |lns
7.196               |7.196               |550.512             |lns2
6.801               |6.801               |895.259             |lns2
total time : 1000.0222687721252
