/media/sunyu/OS1/suanli/collectionunzip/item_placement_9944
obj                 |bestobj             |time                |
18.846              |18.846              |50.005              |init
12.182              |12.182              |100.098             |KS2
12.178              |12.178              |150.178             |KS2
10.649              |10.649              |200.260             |lns
9.295               |9.295               |250.315             |lns
9.012               |9.012               |300.353             |lns
8.694               |8.694               |350.378             |lns
8.618               |8.618               |400.412             |lns
8.558               |8.558               |450.438             |lns
8.472               |8.472               |600.560             |lns2
7.576               |7.576               |800.709             |lns2
7.566               |7.566               |800.752             |random
6.552               |6.552               |850.779             |lns
6.386               |6.386               |900.797             |lns
6.193               |6.193               |999.972             |lns
total time : 999.9720692634583
