/media/sunyu/OS1/suanli/collectionunzip/item_placement_9950
obj                 |bestobj             |time                |
12.864              |12.864              |50.005              |init
7.611               |7.611               |100.082             |KS2
6.659               |6.659               |150.142             |KS2
6.653               |6.653               |200.207             |lns
6.651               |6.651               |250.226             |lns
6.646               |6.646               |300.267             |lns
5.772               |5.772               |350.292             |lns
5.226               |5.226               |400.300             |lns
4.985               |4.985               |463.869             |lns
4.985               |4.985               |514.082             |random
total time : 999.9382293224335
