/media/sunyu/OS1/suanli/collectionunzip/item_placement_9962
obj                 |bestobj             |time                |
10.695              |10.695              |50.005              |init
9.569               |9.569               |100.069             |KS2
9.429               |9.429               |150.144             |KS2
7.339               |7.339               |250.304             |lns
7.288               |7.288               |300.380             |lns
7.217               |7.217               |350.427             |lns
7.211               |7.211               |400.491             |lns
7.196               |7.196               |450.559             |lns
7.164               |7.164               |600.653             |lns2
6.431               |6.431               |889.383             |lns
5.594               |5.594               |939.394             |lns
5.167               |5.167               |989.410             |lns
total time : 1000.187698841095
