/media/sunyu/OS1/suanli/collectionunzip/anonymous_39
obj                 |bestobj             |time                |
1892867.194         |1892867.194         |0.104               |KS1
956129.013          |956129.013          |50.150              |KS2
131398.276          |131398.276          |100.193             |KS2
128625.995          |128625.995          |150.233             |KS2
128518.311          |128518.311          |150.538             |lns
128096.423          |128096.423          |150.824             |lns
128079.112          |128079.112          |151.081             |lns
117510.213          |117510.213          |152.336             |lns
78948.604           |78948.604           |202.371             |lns
78948.603           |78948.603           |264.023             |random
78925.411           |78925.411           |397.644             |lns2
78925.408           |78925.408           |447.730             |lns
70473.397           |70473.397           |497.765             |lns
70473.397           |70473.397           |612.385             |random
70446.042           |70446.042           |662.418             |lns
70303.707           |70303.707           |762.494             |lns
70303.707           |70303.707           |812.820             |random
69343.918           |69343.918           |910.692             |lns
69343.918           |69343.918           |961.132             |random
69343.917           |69343.917           |999.227             |lns
total time : 999.227611541748
