/media/sunyu/OS1/suanli/collectionunzip/SET4_01
obj                 |bestobj             |time                |
1446259.226         |1446259.226         |2.790               |init
194613.290          |194613.290          |52.804              |KS2
71699.298           |71699.298           |102.816             |KS2
63699.044           |63699.044           |152.836             |lns
60385.229           |60385.229           |162.082             |lns
58731.237           |58731.237           |212.093             |lns
56598.228           |56598.228           |268.566             |lns
56260.779           |56260.779           |321.628             |lns2
56133.361           |56133.361           |341.784             |lns
56107.111           |56107.111           |391.794             |lns
55942.632           |55942.632           |447.063             |lns2
55654.099           |55654.099           |469.857             |lns
55654.099           |55654.099           |538.367             |random
54991.156           |54991.156           |588.377             |lns
54957.798           |54957.798           |638.387             |lns
54796.414           |54796.414           |707.851             |lns2
54796.414           |54796.414           |758.470             |random
54796.414           |54796.414           |759.453             |random
total time : 999.8590772151947
