/media/sunyu/OS1/suanli/collectionunzip/item_placement_9993
obj                 |bestobj             |time                |
11.629              |11.629              |50.005              |init
9.426               |9.426               |100.102             |KS2
9.001               |9.001               |150.177             |KS2
9.001               |9.001               |300.505             |random
8.989               |8.989               |350.574             |lns
8.984               |8.984               |400.615             |lns
8.984               |8.984               |500.794             |random
8.007               |8.007               |723.455             |lns2
7.489               |7.489               |823.591             |lns
7.023               |7.023               |873.675             |lns
6.863               |6.863               |923.732             |lns
6.642               |6.642               |973.767             |lns
6.640               |6.640               |999.972             |lns
total time : 999.9722068309784
