/media/sunyu/OS1/suanli/collectionunzip/item_placement_9983
obj                 |bestobj             |time                |
19.789              |19.789              |50.006              |init
12.310              |12.310              |100.083             |KS2
11.517              |11.517              |150.128             |KS2
10.854              |10.854              |200.220             |lns
10.437              |10.437              |300.286             |lns
10.394              |10.394              |450.438             |lns2
10.325              |10.325              |550.521             |lns
10.319              |10.319              |700.629             |lns2
10.291              |10.291              |918.328             |lns
10.291              |10.291              |999.992             |random
total time : 999.9926402568817
