/media/sunyu/OS1/suanli/collectionunzip/SET4_06
obj                 |bestobj             |time                |
1486016.749         |1486016.749         |0.984               |init
308271.147          |308271.147          |51.002              |KS2
90603.639           |90603.639           |101.014             |KS2
84005.838           |84005.838           |151.033             |lns
83251.272           |83251.272           |201.044             |lns
73452.739           |73452.739           |253.386             |lns
73452.739           |73452.739           |308.089             |random
73452.736           |73452.736           |358.101             |lns
73197.609           |73197.609           |398.310             |lns
71970.554           |71970.554           |462.078             |lns
71635.222           |71635.222           |513.057             |lns2
71635.222           |71635.222           |565.023             |random
71635.222           |71635.222           |615.726             |random
total time : 999.9031927585602
