/media/sunyu/OS1/suanli/collectionunzip/item_placement_9940
obj                 |bestobj             |time                |
47.566              |47.566              |50.006              |init
29.146              |29.146              |100.083             |KS2
27.957              |27.957              |150.155             |KS2
27.526              |27.526              |200.323             |lns
27.251              |27.251              |250.388             |lns
27.136              |27.136              |300.445             |lns
27.068              |27.068              |350.502             |lns
26.890              |26.890              |450.628             |lns
26.159              |26.159              |500.637             |lns
25.800              |25.800              |550.645             |lns
total time : 999.9384663105011
