/media/sunyu/OS1/suanli/collectionunzip/SET4_25
obj                 |bestobj             |time                |
1524250.252         |1524250.252         |1.919               |init
364125.027          |364125.027          |51.934              |KS2
209914.930          |209914.930          |101.947             |KS2
207891.414          |207891.414          |151.967             |lns
201919.120          |201919.120          |184.087             |lns
201828.053          |201828.053          |207.467             |lns
200131.653          |200131.653          |240.055             |lns
199067.370          |199067.370          |294.812             |lns
198444.787          |198444.787          |455.466             |random
198181.948          |198181.948          |505.475             |lns
198181.948          |198181.948          |556.156             |random
197764.459          |197764.459          |706.191             |lns2
197718.448          |197718.448          |776.669             |lns2
197620.441          |197620.441          |826.759             |lns
196488.610          |196488.610          |876.770             |lns
196480.986          |196480.986          |926.781             |lns
total time : 1000.105562210083
