/media/sunyu/OS1/suanli/collectionunzip/SET3_09
obj                 |bestobj             |time                |
1692741.761         |1692741.761         |16.499              |init
388650.730          |388650.730          |66.514              |KS2
211895.904          |211895.904          |116.527             |KS2
202459.402          |202459.402          |166.547             |lns
196388.374          |196388.374          |216.559             |lns
194763.579          |194763.579          |266.570             |lns
191004.241          |191004.241          |366.594             |lns
189472.490          |189472.490          |466.615             |lns
188487.077          |188487.077          |590.127             |lns2
188487.077          |188487.077          |640.659             |lns
188487.077          |188487.077          |692.455             |random
188487.077          |188487.077          |749.256             |random
188202.617          |188202.617          |843.984             |lns2
185742.109          |185742.109          |895.198             |lns
185242.939          |185242.939          |946.896             |lns2
185242.939          |185242.939          |1000.120            |random
total time : 1000.1200144290924
