/media/sunyu/OS1/suanli/collectionunzip/anonymous_26
obj                 |bestobj             |time                |
2630726.705         |2630726.705         |0.129               |KS1
225191.569          |225191.569          |50.185              |KS2
154601.850          |154601.850          |100.236             |KS2
144488.970          |144488.970          |150.312             |lns
139893.397          |139893.397          |250.405             |lns
139706.808          |139706.808          |300.449             |lns
139444.686          |139444.686          |350.492             |lns
138941.101          |138941.101          |450.587             |lns
137853.276          |137853.276          |500.625             |lns
135263.251          |135263.251          |550.668             |lns
133983.764          |133983.764          |607.977             |lns2
127120.359          |127120.359          |658.082             |lns
127120.348          |127120.348          |758.175             |lns
127096.550          |127096.550          |808.217             |lns
126841.461          |126841.461          |908.312             |lns
125932.112          |125932.112          |958.351             |lns
125498.878          |125498.878          |998.333             |lns
total time : 998.3332228660583
