/media/sunyu/OS1/suanli/collectionunzip/item_placement_9932
obj                 |bestobj             |time                |
22.540              |22.540              |50.006              |init
21.866              |21.866              |100.058             |KS2
20.201              |20.201              |150.145             |KS2
19.357              |19.357              |200.265             |lns
19.287              |19.287              |250.289             |lns
19.283              |19.283              |350.393             |lns
19.244              |19.244              |400.437             |lns
19.165              |19.165              |450.481             |lns
19.114              |19.114              |551.076             |lns2
19.076              |19.076              |651.139             |lns
19.042              |19.042              |701.174             |lns
18.978              |18.978              |751.215             |lns
18.961              |18.961              |801.302             |lns
18.955              |18.955              |911.016             |lns2
18.952              |18.952              |999.985             |lns
total time : 999.9847676753998
