/media/sunyu/OS1/suanli/collectionunzip/item_placement_9996
obj                 |bestobj             |time                |
66.341              |66.341              |50.005              |init
21.109              |21.109              |100.077             |KS2
17.464              |17.464              |150.150             |KS2
17.234              |17.234              |200.278             |lns
16.071              |16.071              |250.300             |lns
15.351              |15.351              |300.308             |lns
15.324              |15.324              |400.325             |lns
15.302              |15.302              |450.332             |lns
15.295              |15.295              |500.341             |lns
15.265              |15.265              |550.349             |lns
15.264              |15.264              |665.721             |random
total time : 1000.2249791622162
