/media/sunyu/OS1/suanli/collectionunzip/ns1690781
obj                 |bestobj             |time                |
0.000               |0.000               |0.069               |init
-461.322            |-461.322            |50.184              |KS2
-484.821            |-484.821            |100.218             |lns
-485.192            |-485.192            |150.240             |lns
-486.207            |-486.207            |200.262             |lns
-487.100            |-487.100            |250.284             |lns
-804.117            |-804.117            |350.329             |lns
-874.462            |-874.462            |400.351             |lns
-879.471            |-879.471            |450.372             |lns
-879.575            |-879.575            |500.393             |lns
-902.242            |-902.242            |600.437             |lns
-907.264            |-907.264            |650.455             |lns
-907.359            |-907.359            |700.474             |lns
-907.474            |-907.474            |750.493             |lns
-916.732            |-916.732            |800.512             |lns
-916.774            |-916.774            |850.530             |lns
-916.774            |-916.774            |951.211             |random
-921.031            |-921.031            |998.711             |lns
total time : 998.7114641666412
