/media/sunyu/OS1/suanli/collectionunzip/item_placement_9995
obj                 |bestobj             |time                |
97.828              |97.828              |50.006              |init
35.281              |35.281              |100.145             |KS2
24.167              |24.167              |150.207             |KS2
23.069              |23.069              |200.338             |lns
21.590              |21.590              |250.348             |lns
21.390              |21.390              |300.356             |lns
21.346              |21.346              |323.459             |lns
21.346              |21.346              |460.339             |random
21.339              |21.339              |510.347             |lns
21.336              |21.336              |714.572             |lns2
total time : 999.9383313655853
