/media/sunyu/OS1/suanli/collectionunzip/SET4_02
obj                 |bestobj             |time                |
1526905.907         |1526905.907         |3.328               |init
289996.680          |289996.680          |53.342              |KS2
83746.605           |83746.605           |103.354             |KS2
78365.590           |78365.590           |153.374             |lns
77995.984           |77995.984           |203.385             |lns
77871.997           |77871.997           |266.313             |lns
77462.660           |77462.660           |321.828             |lns2
77415.785           |77415.785           |418.361             |lns2
77154.435           |77154.435           |469.518             |lns2
77085.785           |77085.785           |489.365             |lns
total time : 999.8594739437103
