/media/sunyu/OS1/suanli/collectionunzip/item_placement_9908
obj                 |bestobj             |time                |
472.961             |472.961             |0.024               |KS1
36.365              |36.365              |50.035              |KS2
15.690              |15.690              |100.088             |KS2
15.490              |15.490              |150.196             |lns
14.649              |14.649              |200.204             |lns
14.646              |14.646              |300.220             |lns
14.081              |14.081              |350.229             |lns
14.017              |14.017              |400.236             |lns
14.017              |14.017              |550.291             |random
total time : 1000.1493215560913
