/media/sunyu/OS1/suanli/collectionunzip/item_placement_9921
obj                 |bestobj             |time                |
25.901              |25.901              |50.005              |init
13.750              |13.750              |100.071             |KS2
8.803               |8.803               |150.152             |KS2
8.801               |8.801               |200.224             |lns
8.799               |8.799               |250.286             |lns
8.535               |8.535               |350.353             |lns
8.530               |8.530               |400.380             |lns
8.530               |8.530               |500.485             |random
7.501               |7.501               |600.579             |lns
6.996               |6.996               |650.609             |lns
6.994               |6.994               |700.629             |lns
6.992               |6.992               |800.935             |lns2
total time : 1000.0469906330109
