/media/sunyu/OS1/suanli/collectionunzip/item_placement_9919
obj                 |bestobj             |time                |
443.212             |443.212             |0.024               |KS1
20.697              |20.697              |50.033              |KS2
8.367               |8.367               |100.089             |KS2
7.688               |7.688               |150.154             |lns
7.687               |7.687               |200.199             |lns
7.677               |7.677               |400.521             |lns2
7.401               |7.401               |450.562             |lns
7.001               |7.001               |500.609             |lns
6.367               |6.367               |550.644             |lns
6.097               |6.097               |600.660             |lns
5.877               |5.877               |650.692             |lns
5.456               |5.456               |800.784             |lns2
total time : 1000.296079158783
