/media/sunyu/OS1/suanli/collectionunzip/item_placement_9969
obj                 |bestobj             |time                |
28.058              |28.058              |50.006              |init
27.331              |27.331              |100.114             |KS2
26.177              |26.177              |150.193             |KS2
26.098              |26.098              |200.252             |lns
25.758              |25.758              |300.269             |lns
25.678              |25.678              |350.277             |lns
25.676              |25.676              |481.334             |lns2
25.473              |25.473              |734.021             |lns
25.449              |25.449              |784.028             |lns
25.446              |25.446              |834.038             |lns
total time : 999.9740467071533
