/media/sunyu/OS1/suanli/collectionunzip/neos-848198
obj                 |bestobj             |time                |
144230.000          |144230.000          |0.196               |KS1
59529.000           |59529.000           |50.203              |KS2
55963.000           |55963.000           |100.209             |KS2
55858.000           |55858.000           |150.219             |KS2
55223.000           |55223.000           |250.232             |lns
55085.000           |55085.000           |300.237             |lns
54357.000           |54357.000           |400.247             |lns
53871.000           |53871.000           |450.253             |lns
53760.000           |53760.000           |500.260             |lns
53674.000           |53674.000           |550.265             |lns
53557.000           |53557.000           |600.271             |lns
53385.000           |53385.000           |700.282             |lns
total time : 999.3939485549927
