/media/sunyu/OS1/suanli/collectionunzip/anonymous_75
obj                 |bestobj             |time                |
5059791.173         |5059791.173         |0.337               |KS1
469852.254          |469852.254          |50.515              |KS2
332597.715          |332597.715          |100.675             |KS2
289206.454          |289206.454          |150.916             |lns
286950.746          |286950.746          |201.061             |lns
272004.386          |272004.386          |251.208             |lns
268992.701          |268992.701          |301.353             |lns
266970.338          |266970.338          |351.499             |lns
266970.328          |266970.328          |401.646             |lns
266970.326          |266970.326          |451.794             |lns
224903.566          |224903.566          |552.113             |lns
199060.177          |199060.177          |602.257             |lns
186538.044          |186538.044          |652.392             |lns
185538.299          |185538.299          |702.526             |lns
185146.845          |185146.845          |752.674             |lns
185109.634          |185109.634          |802.807             |lns
180366.081          |180366.081          |903.121             |lns
179132.929          |179132.929          |953.241             |lns
175422.084          |175422.084          |997.246             |lns
total time : 997.2463872432709
