/media/sunyu/OS1/suanli/collectionunzip/SET3_20
obj                 |bestobj             |time                |
1585671.537         |1585671.537         |14.459              |init
450457.606          |450457.606          |64.473              |KS2
254042.098          |254042.098          |114.487             |KS2
198720.228          |198720.228          |164.505             |lns
188080.854          |188080.854          |214.516             |lns
179789.935          |179789.935          |314.539             |lns
179067.099          |179067.099          |364.549             |lns
177867.560          |177867.560          |414.560             |lns
175004.746          |175004.746          |464.570             |lns
174845.691          |174845.691          |521.565             |lns2
total time : 999.9015667438507
