/media/sunyu/OS1/suanli/collectionunzip/n3705
obj                 |bestobj             |time                |
1517477.000         |1517477.000         |0.106               |KS1
1316826.000         |1316826.000         |50.149              |KS2
1311542.000         |1311542.000         |100.189             |KS2
1310696.000         |1310696.000         |150.244             |lns
1309080.000         |1309080.000         |301.579             |lns2
1298775.000         |1298775.000         |401.642             |lns
1296013.000         |1296013.000         |501.707             |lns
1292176.000         |1292176.000         |551.734             |lns
1272764.000         |1272764.000         |601.761             |lns
1272512.000         |1272512.000         |651.788             |lns
1271503.000         |1271503.000         |701.814             |lns
1270933.000         |1270933.000         |751.844             |lns
1269743.000         |1269743.000         |801.871             |lns
1268883.000         |1268883.000         |851.897             |lns
1268509.000         |1268509.000         |901.933             |lns
1268483.000         |1268483.000         |974.698             |lns
1267752.000         |1267752.000         |999.364             |lns
total time : 999.3639526367188
