/media/sunyu/OS1/suanli/collectionunzip/item_placement_9951
obj                 |bestobj             |time                |
297.034             |297.034             |0.024               |KS1
37.788              |37.788              |50.033              |KS2
22.499              |22.499              |100.122             |KS2
20.387              |20.387              |150.196             |lns
20.344              |20.344              |200.204             |lns
20.265              |20.265              |250.213             |lns
20.207              |20.207              |300.222             |lns
18.603              |18.603              |400.267             |lns
17.819              |17.819              |450.350             |lns
16.251              |16.251              |500.382             |lns
16.157              |16.157              |550.417             |lns
15.278              |15.278              |600.429             |lns
total time : 1000.0480861663818
