/media/sunyu/OS1/suanli/collectionunzip/anonymous_48
obj                 |bestobj             |time                |
618660.200          |618660.200          |0.990               |init
42141.998           |42141.998           |51.042              |KS2
37049.163           |37049.163           |101.092             |KS2
37049.163           |37049.163           |151.137             |KS2
37049.153           |37049.153           |152.007             |lns
36978.868           |36978.868           |202.049             |lns
36978.868           |36978.868           |252.686             |random
36978.864           |36978.864           |302.085             |lns2
36978.860           |36978.860           |458.644             |lns2
total time : 999.3562097549438
