/media/sunyu/OS1/suanli/collectionunzip/markshare2
obj                 |bestobj             |time                |
262.000             |262.000             |0.265               |init
35.000              |35.000              |50.281              |KS2
22.000              |22.000              |100.307             |KS2
22.000              |22.000              |121.675             |random
14.000              |14.000              |171.681             |lns
13.000              |13.000              |436.985             |random
11.000              |11.000              |652.347             |lns2
total time : 999.9627051353455
