/media/sunyu/OS1/suanli/collectionunzip/anonymous_29
obj                 |bestobj             |time                |
5454828.174         |5454828.174         |13.172              |KS1
1672346.899         |1672346.899         |63.297              |KS2
1342126.775         |1342126.775         |113.411             |KS2
1061773.383         |1061773.383         |163.523             |KS2
1061748.682         |1061748.682         |163.842             |crossover
929965.430          |929965.430          |214.008             |lns
911953.771          |911953.771          |264.110             |lns
911951.924          |911951.924          |314.211             |lns
641150.946          |641150.946          |414.421             |lns
639854.237          |639854.237          |464.513             |lns
639586.995          |639586.995          |514.605             |lns
639564.808          |639564.808          |564.696             |lns
614810.619          |614810.619          |664.904             |lns
583706.820          |583706.820          |714.983             |lns
582317.273          |582317.273          |765.062             |lns
579231.358          |579231.358          |815.141             |lns
539356.660          |539356.660          |865.221             |lns
534155.542          |534155.542          |915.301             |lns
533977.589          |533977.589          |965.380             |lns
533977.589          |533977.589          |999.393             |random
total time : 999.3931701183319
