/media/sunyu/OS1/suanli/collectionunzip/item_placement_9964
obj                 |bestobj             |time                |
46.988              |46.988              |50.005              |init
14.864              |14.864              |100.077             |KS2
12.724              |12.724              |150.136             |KS2
12.573              |12.573              |200.251             |lns
12.255              |12.255              |250.291             |lns
12.230              |12.230              |300.348             |lns
12.129              |12.129              |400.441             |lns
11.734              |11.734              |450.499             |lns
11.427              |11.427              |500.540             |lns
11.312              |11.312              |619.878             |lns2
11.308              |11.308              |807.553             |lns2
total time : 999.978175163269
