/media/sunyu/OS1/suanli/collectionunzip/anonymous_17
obj                 |bestobj             |time                |
1248539.546         |1248539.546         |0.022               |KS1
158983.994          |158983.994          |50.033              |KS2
51025.109           |51025.109           |100.044             |KS2
51025.107           |51025.107           |100.346             |lns
41001.012           |41001.012           |119.911             |lns
33808.958           |33808.958           |134.194             |lns
33808.939           |33808.939           |196.455             |lns2
33808.932           |33808.932           |477.458             |lns
33808.932           |33808.932           |530.142             |random
33808.928           |33808.928           |721.859             |lns2
33808.909           |33808.909           |791.828             |lns2
total time : 999.882111787796
