/media/sunyu/OS1/suanli/collectionunzip/anonymous_62
obj                 |bestobj             |time                |
3721633.944         |3721633.944         |1.199               |KS1
1660585.827         |1660585.827         |51.289              |KS2
940574.817          |940574.817          |101.372             |KS2
762585.998          |762585.998          |151.450             |KS2
762585.998          |762585.998          |151.588             |crossover
627523.428          |627523.428          |201.708             |lns
545115.022          |545115.022          |301.853             |lns
543730.453          |543730.453          |351.919             |lns
525354.924          |525354.924          |401.988             |lns
503874.931          |503874.931          |452.053             |lns
503804.024          |503804.024          |502.119             |lns
484812.310          |484812.310          |552.184             |lns
480569.674          |480569.674          |602.249             |lns
480545.543          |480545.543          |652.315             |lns
480545.543          |480545.543          |754.809             |random
479989.270          |479989.270          |804.883             |lns
479751.491          |479751.491          |854.956             |lns
472051.981          |472051.981          |905.028             |lns
471510.071          |471510.071          |955.102             |lns
471497.212          |471497.212          |998.843             |lns
total time : 998.8437187671661
