/media/sunyu/OS1/suanli/collectionunzip/SET3_06
obj                 |bestobj             |time                |
1701322.942         |1701322.942         |33.948              |init
350387.969          |350387.969          |83.963              |KS2
229633.500          |229633.500          |133.976             |KS2
216915.095          |216915.095          |183.994             |lns
215845.720          |215845.720          |234.005             |lns
215389.653          |215389.653          |284.017             |lns
206032.998          |206032.998          |434.145             |lns2
205061.848          |205061.848          |535.756             |lns2
204807.629          |204807.629          |587.308             |lns
204750.446          |204750.446          |637.318             |lns
204158.999          |204158.999          |687.328             |lns
total time : 999.9032037258148
