/media/sunyu/OS1/suanli/collectionunzip/SET4_05
obj                 |bestobj             |time                |
1519653.139         |1519653.139         |1.908               |init
514302.238          |514302.238          |51.922              |KS2
105200.857          |105200.857          |101.935             |KS2
72341.928           |72341.928           |151.954             |lns
72077.686           |72077.686           |167.929             |lns
69784.511           |69784.511           |226.570             |lns
69326.204           |69326.204           |277.214             |lns
69292.087           |69292.087           |328.183             |lns2
69166.712           |69166.712           |401.810             |lns2
68986.551           |68986.551           |452.506             |lns2
68865.754           |68865.754           |452.769             |lns
68247.303           |68247.303           |456.054             |lns2
66990.001           |66990.001           |497.671             |lns
66959.904           |66959.904           |751.171             |lns2
66959.904           |66959.904           |801.915             |lns2
total time : 999.9068412780762
