/media/sunyu/OS1/suanli/collectionunzip/item_placement_9901
obj                 |bestobj             |time                |
17.545              |17.545              |50.006              |init
15.121              |15.121              |100.086             |KS2
12.717              |12.717              |150.161             |KS2
12.535              |12.535              |200.268             |lns
12.294              |12.294              |250.305             |lns
11.693              |11.693              |300.317             |lns
11.626              |11.626              |350.353             |lns
11.111              |11.111              |400.361             |lns
11.111              |11.111              |550.556             |random
11.066              |11.066              |600.564             |lns
11.058              |11.058              |951.029             |lns2
total time : 999.9506013393402
