/media/sunyu/OS1/suanli/collectionunzip/item_placement_9927
obj                 |bestobj             |time                |
453.541             |453.541             |0.027               |KS1
24.384              |24.384              |50.037              |KS2
16.380              |16.380              |100.109             |KS2
14.102              |14.102              |150.202             |lns
13.475              |13.475              |200.218             |lns
13.474              |13.474              |350.283             |random
13.142              |13.142              |726.342             |lns
13.096              |13.096              |776.350             |lns
13.036              |13.036              |826.357             |lns
13.019              |13.019              |853.363             |lns
13.019              |13.019              |886.260             |random
total time : 999.9624390602112
