/media/sunyu/OS1/suanli/collectionunzip/SET4_12
obj                 |bestobj             |time                |
1566770.442         |1566770.442         |2.576               |init
281279.708          |281279.708          |52.590              |KS2
98723.188           |98723.188           |102.606             |KS2
78144.880           |78144.880           |112.241             |lns
78144.867           |78144.867           |120.186             |lns
74716.478           |74716.478           |156.041             |lns
74663.509           |74663.509           |209.751             |lns2
74361.708           |74361.708           |296.298             |lns2
74062.565           |74062.565           |346.568             |lns
73886.234           |73886.234           |396.578             |lns
73849.476           |73849.476           |446.595             |lns
73774.436           |73774.436           |496.605             |lns
73760.309           |73760.309           |546.621             |lns
73758.167           |73758.167           |596.634             |lns
73730.120           |73730.120           |657.771             |lns2
73730.120           |73730.120           |708.702             |random
73274.902           |73274.902           |718.462             |lns
73250.867           |73250.867           |725.345             |lns
73243.343           |73243.343           |726.205             |lns
total time : 999.8955872058868
