/media/sunyu/OS1/suanli/collectionunzip/n3709
obj                 |bestobj             |time                |
1561415.000         |1561415.000         |0.098               |KS1
1305237.000         |1305237.000         |50.140              |KS2
1297425.000         |1297425.000         |100.178             |KS2
1295803.000         |1295803.000         |150.234             |lns
1286693.000         |1286693.000         |200.267             |lns
1284463.000         |1284463.000         |300.335             |lns
1283290.000         |1283290.000         |350.366             |lns
1283197.000         |1283197.000         |602.466             |lns2
1282658.000         |1282658.000         |702.537             |lns
1282420.000         |1282420.000         |853.866             |lns2
total time : 1000.6405413150787
