/media/sunyu/OS1/suanli/collectionunzip/SET3_21
obj                 |bestobj             |time                |
1691525.616         |1691525.616         |11.216              |init
341143.475          |341143.475          |61.229              |KS2
155697.968          |155697.968          |111.242             |KS2
135216.457          |135216.457          |161.260             |lns
131296.429          |131296.429          |211.270             |lns
130570.494          |130570.494          |311.291             |lns
129299.926          |129299.926          |361.301             |lns
129293.990          |129293.990          |411.312             |lns
129281.746          |129281.746          |475.072             |lns2
127094.057          |127094.057          |480.672             |lns
125569.328          |125569.328          |575.058             |random
125569.328          |125569.328          |625.411             |random
125449.236          |125449.236          |627.809             |lns
125160.356          |125160.356          |637.243             |lns
total time : 999.7978227138519
