/media/sunyu/OS1/suanli/collectionunzip/n3707
obj                 |bestobj             |time                |
1465886.000         |1465886.000         |0.105               |KS1
1404108.000         |1404108.000         |50.148              |KS2
1273853.000         |1273853.000         |100.188             |KS2
1269673.000         |1269673.000         |150.243             |lns
1269655.000         |1269655.000         |200.276             |lns
1262780.000         |1262780.000         |300.343             |lns
1256881.000         |1256881.000         |350.374             |lns
1256031.000         |1256031.000         |501.371             |lns2
1252343.000         |1252343.000         |601.442             |lns
1246225.000         |1246225.000         |701.508             |lns
1245375.000         |1245375.000         |852.523             |lns2
total time : 1000.9677855968475
