/media/sunyu/OS1/suanli/collectionunzip/SET3_15
obj                 |bestobj             |time                |
1645643.053         |1645643.053         |10.525              |init
411010.198          |411010.198          |60.540              |KS2
249143.468          |249143.468          |110.554             |KS2
185298.040          |185298.040          |160.572             |lns
180313.434          |180313.434          |210.584             |lns
175938.172          |175938.172          |260.596             |lns
140216.480          |140216.480          |360.619             |lns
134024.647          |134024.647          |410.629             |lns
132261.751          |132261.751          |509.727             |lns2
131136.447          |131136.447          |562.740             |lns2
131093.111          |131093.111          |613.045             |lns
130607.220          |130607.220          |663.056             |lns
130173.965          |130173.965          |713.066             |lns
129788.269          |129788.269          |763.076             |lns
128706.534          |128706.534          |813.886             |lns
128450.854          |128450.854          |873.371             |lns2
128246.391          |128246.391          |925.097             |lns2
128246.391          |128246.391          |999.331             |random
total time : 1000.0815689563751
