/media/sunyu/OS1/suanli/collectionunzip/item_placement_9948
obj                 |bestobj             |time                |
22.470              |22.470              |50.005              |init
15.867              |15.867              |100.098             |KS2
14.308              |14.308              |150.145             |KS2
13.527              |13.527              |200.268             |lns
13.525              |13.525              |250.295             |lns
13.521              |13.521              |300.322             |lns
12.877              |12.877              |400.410             |lns
12.239              |12.239              |450.433             |lns
12.127              |12.127              |500.470             |lns
12.126              |12.126              |550.501             |lns
12.081              |12.081              |700.609             |lns2
12.018              |12.018              |800.769             |lns
11.952              |11.952              |850.777             |lns
11.950              |11.950              |900.785             |lns
11.948              |11.948              |950.792             |lns
11.948              |11.948              |1000.093            |random
total time : 1000.0935792922974
