/media/sunyu/OS1/suanli/collectionunzip/SET3_11
obj                 |bestobj             |time                |
1526571.273         |1526571.273         |27.926              |init
368514.464          |368514.464          |77.941              |KS2
164137.023          |164137.023          |127.954             |KS2
156911.334          |156911.334          |177.974             |lns
151256.031          |151256.031          |227.985             |lns
142962.469          |142962.469          |277.996             |lns
142844.298          |142844.298          |328.007             |lns
134139.141          |134139.141          |428.030             |lns
132475.915          |132475.915          |478.041             |lns
131919.983          |131919.983          |528.051             |lns
131718.647          |131718.647          |628.074             |lns
131718.647          |131718.647          |678.858             |random
total time : 999.74689245224
