/media/sunyu/OS1/suanli/collectionunzip/ex1010-pi
obj                 |bestobj             |time                |
375.000             |375.000             |2.910               |KS1
272.000             |272.000             |53.120              |KS2
249.000             |249.000             |103.314             |KS2
247.000             |247.000             |108.886             |lns
246.000             |246.000             |114.948             |lns
243.000             |243.000             |169.816             |lns2
242.000             |242.000             |334.257             |lns2
total time : 997.5481734275818
