/media/sunyu/OS1/suanli/collectionunzip/neos-1442119
obj                 |bestobj             |time                |
-112.000            |-112.000            |0.054               |init
-139.000            |-139.000            |50.058              |KS2
-181.000            |-181.000            |100.064             |KS2
-181.000            |-181.000            |150.068             |KS2
-181.000            |-181.000            |233.702             |random
-181.000            |-181.000            |371.696             |random
-181.000            |-181.000            |520.239             |random
-181.000            |-181.000            |904.481             |random
-181.000            |-181.000            |992.796             |random
total time : 999.9679188728333
