/media/sunyu/OS1/suanli/collectionunzip/SET3_13
obj                 |bestobj             |time                |
1807964.584         |1807964.584         |24.893              |init
901454.726          |901454.726          |74.907              |KS2
287553.222          |287553.222          |124.920             |KS2
226747.676          |226747.676          |174.939             |lns
209651.061          |209651.061          |274.961             |lns
208863.520          |208863.520          |324.971             |lns
206517.564          |206517.564          |374.981             |lns
203788.738          |203788.738          |504.333             |lns2
203109.959          |203109.959          |663.781             |lns2
203010.987          |203010.987          |718.456             |lns2
total time : 999.8936913013458
